CODMES,CODPROD,DESC_PROD,UBICA,PRE_REG,PRE_OFE,PCT_DSCTO,UN_ESTIMADAS,UN_DEMANDADAS,TRAF_TDA_CLI,TIPO_CAMB,MAPE
201902,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,148,109.9,0.26,1816,53,139074,2.772,33.264
201903,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,148,109.9,0.26,53,55,139525,2.776,0.036
201904,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,148,115.9,0.22,55,11,137034,2.771,4
201906,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,148,109.9,0.26,11,50,131891,2.79,0.78
201907,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,148,119.9,0.19,50,25,117980,2.791,1
201908,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,148,99.9,0.33,25,14,119003,2.811,0.786
201909,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,148,109.9,0.26,14,44,116299,2.821,0.682
201911,229019030,VELA PERFUMADA 7 GRANDE,Nivel Bajo Anaquel,152,152,0,44,45,119271,2.808,0.022
201912,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,152,109.9,0.28,45,59,119694,2.798,0.237
202001,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,152,99.9,0.34,59,65,127615,2.81,0.092
202002,229019030,VELA PERFUMADA 7 GRANDE,Cabecera de Gondola,152,79.9,0.47,65,1481,118552,2.824,0.956
202005,229019030,VELA PERFUMADA 7 GRANDE,Centro de Anaquel,152,89.9,0.41,1481,175,136865,2.842,7.463
202008,229019030,VELA PERFUMADA 7 GRANDE,Nivel Alto Anaquel,152,109.9,0.28,175,75,141185,2.86,1.333
202009,229019030,VELA PERFUMADA 7 GRANDE,Cabecera de Gondola,152,79.9,0.47,75,1859,142949,2.866,0.96
202011,229019030,VELA PERFUMADA 7 GRANDE,Nivel Bajo Anaquel,152,152,0,1859,22,147122,2.878,83.5
201801,334019013,VELA PERFUMADA 9 GRANDE,Cabecera de Gondola,55,28.9,0.47,22,15332,125771,2.551,0.999
201802,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,55,39.9,0.27,15332,941,140209,2.554,15.293
201803,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,55,38.9,0.29,941,315,137783,2.572,1.987
201805,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,33.9,0.41,315,2407,132480,2.594,0.869
201806,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,33.9,0.41,2407,2292,147994,2.586,0.05
201808,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,33.9,0.41,2292,2040,135043,2.629,0.124
201810,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,45.9,0.19,2040,310,144188,2.771,5.581
201811,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,32.9,0.42,310,2903,148618,2.775,0.893
201901,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,34.9,0.39,2903,1829,149276,2.81,0.587
201902,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,39.9,0.3,1829,907,139074,2.772,1.017
201904,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,33.9,0.41,907,1878,137034,2.771,0.517
201907,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,39.9,0.3,1878,737,117980,2.791,1.548
201909,334019013,VELA PERFUMADA 9 GRANDE,Nivel Bajo Anaquel,57,57,0,737,181,116299,2.821,3.072
201910,334019013,VELA PERFUMADA 9 GRANDE,Cabecera de Gondola,57,29.9,0.48,181,8531,118188,2.806,0.979
202001,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,39.9,0.3,8531,332,127615,2.81,24.696
202002,334019013,VELA PERFUMADA 9 GRANDE,Centro de Anaquel,57,27.95,0.51,332,5557,118552,2.824,0.94
202002,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,39.9,0.3,5557,295,118552,2.824,17.837
202003,334019013,VELA PERFUMADA 9 GRANDE,Cabecera de Gondola,57,28.9,0.49,295,15759,129348,2.83,0.981
202004,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,34.9,0.39,15759,1858,132351,2.836,7.482
202005,334019013,VELA PERFUMADA 9 GRANDE,Cabecera de Gondola,57,29.9,0.48,1858,14394,136865,2.842,0.871
202006,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,34.9,0.39,14394,1789,135748,2.848,7.046
202008,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,34.9,0.39,1789,1998,141185,2.86,0.105
202010,334019013,VELA PERFUMADA 9 GRANDE,Nivel Alto Anaquel,57,34.9,0.39,1998,1925,145019,2.872,0.038
202012,334019013,VELA PERFUMADA 9 GRANDE,Centro de Anaquel,57,27.9,0.51,1925,49137,143754,2.884,0.961
201802,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,55,26.9,0.51,49137,11047,140209,2.554,3.448
201804,346019010,VELA PERFUMADA 9 MEDIANA,Centro de Anaquel,56,27.95,0.5,11047,2610,138996,2.587,3.233
201804,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,41.9,0.25,2610,208,138996,2.587,11.548
201805,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,56,27.9,0.5,208,12150,132480,2.594,0.983
201806,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,40.9,0.27,12150,386,147994,2.586,30.477
201807,346019010,VELA PERFUMADA 9 MEDIANA,Centro de Anaquel,56,28,0.5,386,3348,144259,2.621,0.885
201808,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,32.9,0.41,3348,2267,135043,2.629,0.477
201809,346019010,VELA PERFUMADA 9 MEDIANA,Centro de Anaquel,56,24.95,0.55,2267,7145,144582,2.716,0.683
201809,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,42.9,0.23,7145,400,144582,2.716,16.863
201811,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,32.9,0.41,400,1245,148618,2.775,0.679
201812,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,56,27.9,0.5,1245,7355,144560,2.794,0.831
201901,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,32.9,0.41,7355,1238,149276,2.81,4.941
201904,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,41.9,0.25,1238,130,137034,2.771,8.523
201905,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,56,43.9,0.22,130,5,138018,2.802,25
201907,346019010,VELA PERFUMADA 9 MEDIANA,Centro de Anaquel,56,26.9,0.52,5,5107,117980,2.791,0.999
201909,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,56,27.9,0.5,5107,7347,116299,2.821,0.305
201910,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,58,27.9,0.52,7347,0,118188,2.806,0
201912,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,58,26.9,0.54,0,20544,119694,2.798,1
202004,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,58,27.9,0.52,20544,11658,132351,2.836,0.762
202006,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,58,39.9,0.31,11658,436,135748,2.848,25.739
202008,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,58,39.9,0.31,436,576,141185,2.86,0.243
202009,346019010,VELA PERFUMADA 9 MEDIANA,Centro de Anaquel,58,27.9,0.52,576,4037,142949,2.866,0.857
202011,346019010,VELA PERFUMADA 9 MEDIANA,Nivel Alto Anaquel,58,39.9,0.31,4037,565,147122,2.878,6.145
202012,346019010,VELA PERFUMADA 9 MEDIANA,Cabecera de Gondola,58,26.9,0.54,565,18049,143754,2.884,0.969
201802,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,110,74.9,0.32,18049,196,140209,2.554,91.087
201803,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,110,74.9,0.32,196,74,137783,2.572,1.649
201804,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,75.9,0.34,74,258,138996,2.587,0.713
201806,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,115,56.9,0.51,258,746,147994,2.586,0.654
201807,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,115,57.9,0.5,746,929,144259,2.621,0.197
201808,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,80.9,0.3,929,126,135043,2.629,6.373
201810,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,115,57.9,0.5,126,670,144188,2.771,0.812
201901,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,80.9,0.3,670,4,149276,2.81,166.5
201902,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,115,54.9,0.52,4,941,139074,2.772,0.996
201903,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,68.9,0.4,941,291,139525,2.776,2.234
201904,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,74.9,0.35,291,63,137034,2.771,3.619
201905,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,85.9,0.25,63,3,138018,2.802,20
201906,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,85.9,0.25,3,204,131891,2.79,0.985
201907,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,79.9,0.31,204,184,117980,2.791,0.109
201908,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,67.9,0.41,184,223,119003,2.811,0.175
201909,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,115,74.9,0.35,223,5,116299,2.821,43.6
201910,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,125,59.9,0.52,5,455,118188,2.806,0.989
201911,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,125,84.9,0.32,455,169,119271,2.808,1.692
202003,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,125,62.5,0.5,169,314,129348,2.83,0.462
202004,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,125,64.9,0.48,314,486,132351,2.836,0.354
202006,356019010,VELA PERFUMADA 8 MEDIANA,Centro de Anaquel,125,61.9,0.5,486,180,135748,2.848,1.7
202008,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,125,73.9,0.41,180,253,141185,2.86,0.289
202010,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,125,74.9,0.4,253,272,145019,2.872,0.07
202012,356019010,VELA PERFUMADA 8 MEDIANA,Nivel Alto Anaquel,125,79.9,0.36,272,180,143754,2.884,0.511
201802,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,140,89.9,0.36,180,371,140209,2.554,0.515
201803,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,140,95.9,0.32,371,91,137783,2.572,3.077
201806,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,100.9,0.3,91,462,147994,2.586,0.803
201807,377019010,VELA PERFUMADA 3 GRANDE,Centro de Anaquel,145,69.9,0.52,462,2275,144259,2.621,0.797
201808,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,2275,308,135043,2.629,6.386
201809,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,88.9,0.39,308,47,144582,2.716,5.553
201810,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,47,206,144188,2.771,0.772
201811,377019010,VELA PERFUMADA 3 GRANDE,Centro de Anaquel,145,69.9,0.52,206,615,148618,2.775,0.665
201812,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,615,592,144560,2.794,0.039
201901,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,84.9,0.41,592,526,149276,2.81,0.125
201902,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,526,407,139074,2.772,0.292
201903,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,407,463,139525,2.776,0.121
201904,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,463,174,137034,2.771,1.661
201906,377019010,VELA PERFUMADA 3 GRANDE,Cabecera de Gondola,145,49.9,0.66,174,13649,131891,2.79,0.987
201907,377019010,VELA PERFUMADA 3 GRANDE,Centro de Anaquel,145,71.9,0.5,13649,578,117980,2.791,22.614
201907,377019010,VELA PERFUMADA 3 GRANDE,Cabecera de Gondola,145,49.9,0.66,578,0,117980,2.791,0
201908,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,0,370,119003,2.811,1
201910,377019010,VELA PERFUMADA 3 GRANDE,Cabecera de Gondola,146,49.9,0.66,370,9262,118188,2.806,0.96
201911,377019010,VELA PERFUMADA 3 GRANDE,Centro de Anaquel,146,75.9,0.48,9262,435,119271,2.808,20.292
201911,377019010,VELA PERFUMADA 3 GRANDE,Cabecera de Gondola,146,49.9,0.66,435,0,119271,2.808,0
201912,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,146,99.9,0.32,0,333,119694,2.798,1
202001,377019010,VELA PERFUMADA 3 GRANDE,Cabecera de Gondola,146,49.9,0.66,333,12548,127615,2.81,0.973
202002,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,146,86.9,0.4,12548,451,118552,2.824,26.823
202005,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,146,69.9,0.52,451,657,136865,2.842,0.314
202007,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,146,89.9,0.38,657,449,139501,2.854,0.463
202008,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,146,89.9,0.38,449,461,141185,2.86,0.026
202009,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,146,94.9,0.35,461,440,142949,2.866,0.048
202012,377019010,VELA PERFUMADA 3 GRANDE,Nivel Alto Anaquel,146,84.9,0.42,440,591,143754,2.884,0.255
201804,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,39.9,0.43,591,973,138996,2.587,0.393
201805,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,43.9,0.37,973,638,132480,2.594,0.525
201806,390019018,VELA PERFUMADA 3 CHICA,Centro de Anaquel,70,34.9,0.5,638,2576,147994,2.586,0.752
201807,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,43.9,0.37,2576,494,144259,2.621,4.215
201808,390019018,VELA PERFUMADA 3 CHICA,Cabecera de Gondola,70,32.9,0.53,494,7200,135043,2.629,0.931
201809,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,47.9,0.32,7200,250,144582,2.716,27.8
201810,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,41.9,0.4,250,152,144188,2.771,0.645
201811,390019018,VELA PERFUMADA 3 CHICA,Centro de Anaquel,70,34.9,0.5,152,1359,148618,2.775,0.888
201812,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,41.9,0.4,1359,201,144560,2.794,5.761
201901,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,39.9,0.43,201,827,149276,2.81,0.757
201902,390019018,VELA PERFUMADA 3 CHICA,Centro de Anaquel,70,34.9,0.5,827,1918,139074,2.772,0.569
201903,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,41.9,0.4,1918,252,139525,2.776,6.611
201904,390019018,VELA PERFUMADA 3 CHICA,Centro de Anaquel,70,34.9,0.5,252,713,137034,2.771,0.647
201905,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,44.9,0.36,713,339,138018,2.802,1.103
201906,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,49.9,0.29,339,307,131891,2.79,0.104
201907,390019018,VELA PERFUMADA 3 CHICA,Centro de Anaquel,70,34.9,0.5,307,747,117980,2.791,0.589
201908,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,47.9,0.32,747,137,119003,2.811,4.453
201909,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,39.9,0.43,137,308,116299,2.821,0.555
201911,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,44.9,0.36,308,373,119271,2.808,0.174
202003,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,39.9,0.43,373,338,129348,2.83,0.104
202004,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,44.9,0.36,338,423,132351,2.836,0.201
202005,390019018,VELA PERFUMADA 3 CHICA,Centro de Anaquel,70,34.9,0.5,423,922,136865,2.842,0.541
202007,390019018,VELA PERFUMADA 3 CHICA,Nivel Alto Anaquel,70,42.9,0.39,922,339,139501,2.854,1.72
202009,390019018,VELA PERFUMADA 3 CHICA,Centro de Anaquel,70,35.9,0.49,339,490,142949,2.866,0.308
